2025-10-24 02:39:28.027374,2025-10-24 02:39:28.042256,0,0,FAILED,Not an executable object: 'SELECT 1',0.014882
2025-10-24 02:40:48.313793,2025-10-24 02:40:48.452375,30,30,SUCCESS,,0.138582
2025-10-24 02:52:40.045288,2025-10-24 02:52:40.123829,30,30,SUCCESS,,0.078541
